counts_1_2,counts_2_3,counts_1_3,timestamp
Y\x82\x13\x0e{9x\r\n'
20, 20, 18, Sat Nov 26 20:41:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
10, 14, 14, Sat Nov 26 20:42:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
10, 14, 14, Sat Nov 26 20:42:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 22, 17, Sat Nov 26 20:43:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 22, 17, Sat Nov 26 20:43:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
18, 13, 16, Sat Nov 26 20:44:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
18, 13, 16, Sat Nov 26 20:44:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 14, 16, Sat Nov 26 20:45:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 14, 16, Sat Nov 26 20:45:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
21, 22, 21, Sat Nov 26 20:46:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
21, 22, 21, Sat Nov 26 20:46:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
15, 20, 15, Sat Nov 26 20:47:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
15, 20, 15, Sat Nov 26 20:47:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 12, 10, Sat Nov 26 20:48:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 12, 10, Sat Nov 26 20:48:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
8, 9, 13, Sat Nov 26 20:49:01 202222\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
8, 9, 13, Sat Nov 26 20:49:01 202222\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
17, 19, 18, Sat Nov 26 20:50:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
17, 19, 18, Sat Nov 26 20:50:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 16, 12, Sat Nov 26 20:51:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 16, 12, Sat Nov 26 20:51:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
17, 16, 20, Sat Nov 26 20:52:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
17, 16, 20, Sat Nov 26 20:52:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
11, 8, 10, Sat Nov 26 20:53:01 20222\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
11, 8, 10, Sat Nov 26 20:53:01 20222\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
10, 9, 6, Sat Nov 26 20:54:01 202222\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
10, 9, 6, Sat Nov 26 20:54:01 202222\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 19, 22, Sat Nov 26 20:55:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 19, 22, Sat Nov 26 20:55:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 15, 14, Sat Nov 26 20:56:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 15, 14, Sat Nov 26 20:56:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
15, 18, 12, Sat Nov 26 20:57:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
15, 18, 12, Sat Nov 26 20:57:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
11, 13, 10, Sat Nov 26 20:58:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
11, 13, 10, Sat Nov 26 20:58:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
14, 18, 16, Sat Nov 26 20:59:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
14, 18, 16, Sat Nov 26 20:59:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
16, 19, 18, Sat Nov 26 21:00:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
16, 19, 18, Sat Nov 26 21:00:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
18, 16, 21, Sat Nov 26 21:01:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
18, 16, 21, Sat Nov 26 21:01:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 18, 19, Sat Nov 26 21:02:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 18, 19, Sat Nov 26 21:02:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 18, 16, Sat Nov 26 21:03:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 18, 16, Sat Nov 26 21:03:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
24, 24, 19, Sat Nov 26 21:04:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
24, 24, 19, Sat Nov 26 21:04:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
14, 17, 16, Sat Nov 26 21:05:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
14, 17, 16, Sat Nov 26 21:05:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
20, 16, 19, Sat Nov 26 21:06:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
20, 16, 19, Sat Nov 26 21:06:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 14, 15, Sat Nov 26 21:07:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 14, 15, Sat Nov 26 21:07:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
22, 25, 25, Sat Nov 26 21:08:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
22, 25, 25, Sat Nov 26 21:08:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 18, 12, Sat Nov 26 21:09:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 18, 12, Sat Nov 26 21:09:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
7, 9, 7, Sat Nov 26 21:10:01 2022022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
7, 9, 7, Sat Nov 26 21:10:01 2022022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 13, 18, Sat Nov 26 21:11:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 13, 18, Sat Nov 26 21:11:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 12, 11, Sat Nov 26 21:12:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 12, 11, Sat Nov 26 21:12:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
16, 20, 21, Sat Nov 26 21:13:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
16, 20, 21, Sat Nov 26 21:13:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 17, 14, Sat Nov 26 21:14:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 17, 14, Sat Nov 26 21:14:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 21, 13, Sat Nov 26 21:15:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 21, 13, Sat Nov 26 21:15:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
23, 22, 24, Sat Nov 26 21:16:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
23, 22, 24, Sat Nov 26 21:16:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 13, 14, Sat Nov 26 21:17:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 13, 14, Sat Nov 26 21:17:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
14, 15, 19, Sat Nov 26 21:18:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
14, 15, 19, Sat Nov 26 21:18:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
16, 12, 14, Sat Nov 26 21:19:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
16, 12, 14, Sat Nov 26 21:19:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
10, 15, 11, Sat Nov 26 21:20:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
10, 15, 11, Sat Nov 26 21:20:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
17, 16, 19, Sat Nov 26 21:21:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
17, 16, 19, Sat Nov 26 21:21:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
18, 21, 18, Sat Nov 26 21:22:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
18, 21, 18, Sat Nov 26 21:22:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
16, 18, 17, Sat Nov 26 21:23:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
16, 18, 17, Sat Nov 26 21:23:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
21, 22, 23, Sat Nov 26 21:24:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
21, 22, 23, Sat Nov 26 21:24:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 20, 20, Sat Nov 26 21:25:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 20, 20, Sat Nov 26 21:25:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 20, 16, Sat Nov 26 21:26:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 20, 16, Sat Nov 26 21:26:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
16, 19, 20, Sat Nov 26 21:27:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
16, 19, 20, Sat Nov 26 21:27:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 16, 11, Sat Nov 26 21:28:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 16, 11, Sat Nov 26 21:28:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 21, 18, Sat Nov 26 21:29:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 21, 18, Sat Nov 26 21:29:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
15, 16, 16, Sat Nov 26 21:30:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
15, 16, 16, Sat Nov 26 21:30:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
14, 19, 17, Sat Nov 26 21:31:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
14, 19, 17, Sat Nov 26 21:31:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
14, 16, 12, Sat Nov 26 21:32:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
14, 16, 12, Sat Nov 26 21:32:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
10, 15, 10, Sat Nov 26 21:33:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
10, 15, 10, Sat Nov 26 21:33:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 17, 18, Sat Nov 26 21:34:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 17, 18, Sat Nov 26 21:34:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 16, 15, Sat Nov 26 21:35:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 16, 15, Sat Nov 26 21:35:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
18, 22, 21, Sat Nov 26 21:36:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
18, 22, 21, Sat Nov 26 21:36:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
17, 18, 16, Sat Nov 26 21:37:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
17, 18, 16, Sat Nov 26 21:37:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
15, 18, 18, Sat Nov 26 21:38:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
15, 18, 18, Sat Nov 26 21:38:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 20, 17, Sat Nov 26 21:39:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 20, 17, Sat Nov 26 21:39:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 18, 21, Sat Nov 26 21:40:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
13, 18, 21, Sat Nov 26 21:40:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 12, 15, Sat Nov 26 21:41:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
12, 12, 15, Sat Nov 26 21:41:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
17, 19, 15, Sat Nov 26 21:42:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
17, 19, 15, Sat Nov 26 21:42:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 24, 24, Sat Nov 26 21:43:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
19, 24, 24, Sat Nov 26 21:43:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
18, 19, 16, Sat Nov 26 21:44:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
18, 19, 16, Sat Nov 26 21:44:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
25, 26, 20, Sat Nov 26 21:45:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
25, 26, 20, Sat Nov 26 21:45:01 2022\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
7, 16, 10, Sat Nov 26 21:46:01 20222\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
7, 16, 10, Sat Nov 26 21:46:01 20222\x83B+\xa6\xb9\x1bF\xe1\xb4(\xc8Q\xa9~*\xc2\x90\xe6Z\xd4\x0
Y\x82\x13\x0e{9x\r\n'
