counts_1_3,counts_2_3,counts_1_2,timestamp
15, 12, 13, Tue Jan 24 08:57:56 2023
14, 13, 17, Tue Jan 24 08:58:56 2023
11, 13, 14, Tue Jan 24 08:59:56 2023
14, 14, 19, Tue Jan 24 09:00:56 2023
13, 13, 23, Tue Jan 24 09:01:56 2023
16, 14, 14, Tue Jan 24 09:02:56 2023
11, 10, 13, Tue Jan 24 09:03:56 2023
8, 9, 12, Tue Jan 24 09:04:56 2023
11, 9, 14, Tue Jan 24 09:05:56 2023
12, 9, 11, Tue Jan 24 09:06:56 2023
13, 18, 14, Tue Jan 24 09:07:56 2023
21, 12, 21, Tue Jan 24 09:10:56 2023
9, 11, 9, Tue Jan 24 09:11:56 2023
19, 16, 16, Tue Jan 24 09:12:56 2023
24, 18, 28, Tue Jan 24 09:13:56 2023
11, 14, 11, Tue Jan 24 09:14:56 2023
14, 11, 18, Tue Jan 24 09:15:56 2023
13, 12, 17, Tue Jan 24 09:16:56 2023
15, 12, 19, Tue Jan 24 09:17:56 2023
16, 12, 16, Tue Jan 24 09:18:56 2023
13, 10, 10, Tue Jan 24 09:19:56 2023
10, 16, 16, Tue Jan 24 09:20:56 2023
12, 7, 10, Tue Jan 24 09:21:56 2023
18, 15, 20, Tue Jan 24 09:22:56 2023
20, 10, 12, Tue Jan 24 09:23:56 2023
17, 11, 15, Tue Jan 24 09:24:56 2023
15, 13, 18, Tue Jan 24 09:25:56 2023
22, 16, 24, Tue Jan 24 09:26:56 2023
17, 11, 11, Tue Jan 24 09:27:56 2023
13, 14, 12, Tue Jan 24 09:28:56 2023
13, 10, 15, Tue Jan 24 09:29:56 2023
22, 22, 20, Tue Jan 24 09:30:56 2023
24, 15, 22, Tue Jan 24 09:31:56 2023
11, 9, 13, Tue Jan 24 09:32:56 2023
15, 11, 18, Tue Jan 24 09:33:56 2023
18, 16, 21, Tue Jan 24 09:34:56 2023
14, 13, 19, Tue Jan 24 09:35:56 2023
15, 14, 21, Tue Jan 24 09:36:56 2023
17, 12, 14, Tue Jan 24 09:37:56 2023
14, 18, 13, Tue Jan 24 09:38:56 2023
16, 10, 15, Tue Jan 24 09:39:56 2023
12, 9, 13, Tue Jan 24 09:42:56 2023
17, 13, 15, Tue Jan 24 09:43:56 2023
15, 13, 15, Tue Jan 24 09:44:56 2023
10, 8, 11, Tue Jan 24 09:45:56 2023
17, 13, 17, Tue Jan 24 09:46:56 2023
19, 13, 18, Tue Jan 24 09:47:56 2023
20, 18, 24, Tue Jan 24 09:48:56 2023
13, 13, 14, Tue Jan 24 09:49:56 2023
18, 16, 23, Tue Jan 24 09:50:56 2023
12, 15, 17, Tue Jan 24 09:51:56 2023
12, 10, 13, Tue Jan 24 09:52:56 2023
19, 7, 11, Tue Jan 24 09:53:56 2023
26, 21, 20, Tue Jan 24 09:54:56 2023
8, 10, 12, Tue Jan 24 09:55:56 2023
24, 16, 27, Tue Jan 24 09:56:56 2023
8, 10, 10, Tue Jan 24 09:57:56 2023
15, 15, 18, Tue Jan 24 09:58:56 2023
18, 19, 14, Tue Jan 24 09:59:56 2023
15, 13, 22, Tue Jan 24 10:00:56 2023
18, 15, 22, Tue Jan 24 10:01:56 2023
22, 17, 20, Tue Jan 24 10:02:56 2023
14, 14, 17, Tue Jan 24 10:03:56 2023
19, 10, 11, Tue Jan 24 10:04:56 2023
13, 11, 16, Tue Jan 24 10:05:56 2023
18, 10, 17, Tue Jan 24 10:06:56 2023
19, 16, 14, Tue Jan 24 10:07:56 2023
21, 14, 16, Tue Jan 24 10:08:56 2023
11, 9, 14, Tue Jan 24 10:09:56 2023
15, 16, 21, Tue Jan 24 10:10:56 2023
19, 17, 16, Tue Jan 24 10:11:56 2023
15, 11, 18, Tue Jan 24 10:14:56 2023
22, 11, 20, Tue Jan 24 10:15:56 2023
15, 14, 15, Tue Jan 24 10:16:56 2023
10, 10, 12, Tue Jan 24 10:17:56 2023
12, 11, 10, Tue Jan 24 10:18:56 2023
24, 15, 18, Tue Jan 24 10:19:56 2023
16, 9, 22, Tue Jan 24 10:20:56 2023
15, 11, 15, Tue Jan 24 10:21:56 2023
11, 13, 15, Tue Jan 24 10:22:56 2023
17, 15, 27, Tue Jan 24 10:23:56 2023
20, 17, 19, Tue Jan 24 10:24:56 2023
17, 12, 19, Tue Jan 24 10:25:56 2023
9, 8, 11, Tue Jan 24 10:26:56 2023
14, 14, 15, Tue Jan 24 10:27:56 2023
15, 15, 19, Tue Jan 24 10:28:56 2023
9, 9, 11, Tue Jan 24 10:29:56 2023
16, 10, 12, Tue Jan 24 10:30:56 2023
17, 14, 22, Tue Jan 24 10:31:56 2023
16, 11, 18, Tue Jan 24 10:32:56 2023
16, 16, 19, Tue Jan 24 10:33:56 2023
14, 10, 19, Tue Jan 24 10:34:56 2023
17, 11, 15, Tue Jan 24 10:35:56 2023
16, 17, 18, Tue Jan 24 10:36:56 2023
14, 10, 8, Tue Jan 24 10:37:56 2023
16, 12, 13, Tue Jan 24 10:38:56 2023
14, 10, 9, Tue Jan 24 10:39:56 2023
17, 16, 14, Tue Jan 24 10:40:56 2023
14, 14, 23, Tue Jan 24 10:41:56 2023
13, 9, 11, Tue Jan 24 10:42:56 2023
20, 17, 20, Tue Jan 24 10:43:56 2023
19, 12, 23, Tue Jan 24 10:46:56 2023
9, 6, 12, Tue Jan 24 10:47:56 2023
20, 17, 25, Tue Jan 24 10:48:56 2023
10, 13, 19, Tue Jan 24 10:49:56 2023
16, 18, 17, Tue Jan 24 10:50:56 2023
19, 12, 18, Tue Jan 24 10:51:56 2023
16, 12, 17, Tue Jan 24 10:52:56 2023
11, 13, 16, Tue Jan 24 10:53:56 2023
10, 11, 10, Tue Jan 24 10:54:56 2023
14, 14, 13, Tue Jan 24 10:55:56 2023
13, 10, 11, Tue Jan 24 10:56:56 2023
18, 14, 15, Tue Jan 24 10:57:56 2023
14, 13, 17, Tue Jan 24 10:58:56 2023
8, 7, 12, Tue Jan 24 10:59:56 2023
13, 15, 13, Tue Jan 24 11:00:56 2023
12, 8, 12, Tue Jan 24 11:01:56 2023
20, 15, 18, Tue Jan 24 11:02:56 2023
18, 8, 17, Tue Jan 24 11:03:56 2023
15, 13, 13, Tue Jan 24 11:04:56 2023
17, 16, 17, Tue Jan 24 11:05:56 2023
20, 12, 14, Tue Jan 24 11:06:56 2023
22, 11, 23, Tue Jan 24 11:07:56 2023
13, 15, 20, Tue Jan 24 11:08:56 2023
22, 10, 20, Tue Jan 24 11:09:56 2023
16, 9, 18, Tue Jan 24 11:10:56 2023
14, 14, 13, Tue Jan 24 11:11:56 2023
18, 12, 20, Tue Jan 24 11:12:56 2023
17, 14, 18, Tue Jan 24 11:13:56 2023
20, 12, 20, Tue Jan 24 11:14:56 2023
13, 11, 12, Tue Jan 24 11:15:56 2023
8, 13, 11, Tue Jan 24 11:18:56 2023
14, 11, 17, Tue Jan 24 11:19:56 2023
19, 22, 15, Tue Jan 24 11:20:56 2023
19, 7, 11, Tue Jan 24 11:21:56 2023
18, 13, 17, Tue Jan 24 11:22:56 2023
14, 11, 14, Tue Jan 24 11:23:56 2023
19, 17, 22, Tue Jan 24 11:24:56 2023
9, 11, 18, Tue Jan 24 11:25:56 2023
19, 18, 17, Tue Jan 24 11:26:56 2023
22, 19, 16, Tue Jan 24 11:27:56 2023
15, 14, 17, Tue Jan 24 11:28:56 2023
17, 13, 19, Tue Jan 24 11:29:56 2023
16, 12, 14, Tue Jan 24 11:30:56 2023
8, 9, 15, Tue Jan 24 11:31:56 2023
16, 11, 16, Tue Jan 24 11:32:56 2023
22, 18, 20, Tue Jan 24 11:33:56 2023
18, 17, 21, Tue Jan 24 11:34:56 2023
13, 16, 15, Tue Jan 24 11:35:56 2023
10, 14, 20, Tue Jan 24 11:36:56 2023
8, 8, 14, Tue Jan 24 11:37:56 2023
13, 13, 16, Tue Jan 24 11:38:56 2023
19, 19, 16, Tue Jan 24 11:39:56 2023
6, 8, 13, Tue Jan 24 11:40:56 2023
12, 12, 16, Tue Jan 24 11:41:56 2023
14, 16, 16, Tue Jan 24 11:42:56 2023
18, 18, 22, Tue Jan 24 11:43:56 2023
16, 18, 19, Tue Jan 24 11:44:56 2023
11, 9, 7, Tue Jan 24 11:45:56 2023
17, 10, 9, Tue Jan 24 11:46:56 2023
17, 15, 22, Tue Jan 24 11:47:56 2023
12, 11, 14, Tue Jan 24 11:50:56 2023
7, 11, 17, Tue Jan 24 11:51:56 2023
11, 8, 13, Tue Jan 24 11:52:56 2023
17, 17, 18, Tue Jan 24 11:53:56 2023
16, 10, 18, Tue Jan 24 11:54:56 2023
12, 7, 8, Tue Jan 24 11:55:56 2023
17, 11, 14, Tue Jan 24 11:56:56 2023
11, 10, 17, Tue Jan 24 11:57:56 2023
18, 16, 16, Tue Jan 24 11:58:56 2023
19, 16, 21, Tue Jan 24 11:59:56 2023
8, 6, 13, Tue Jan 24 12:00:56 2023
12, 8, 10, Tue Jan 24 12:01:56 2023
12, 13, 18, Tue Jan 24 12:02:56 2023
8, 11, 18, Tue Jan 24 12:03:56 2023
9, 7, 8, Tue Jan 24 12:04:56 2023
8, 7, 10, Tue Jan 24 12:05:56 2023
9, 9, 8, Tue Jan 24 12:06:56 2023
9, 11, 20, Tue Jan 24 12:07:56 2023
8, 7, 16, Tue Jan 24 12:08:56 2023
6, 5, 7, Tue Jan 24 12:09:56 2023
9, 7, 11, Tue Jan 24 12:10:56 2023
17, 12, 19, Tue Jan 24 12:11:56 2023
7, 8, 15, Tue Jan 24 12:12:56 2023
12, 11, 15, Tue Jan 24 12:13:56 2023
9, 13, 11, Tue Jan 24 12:14:56 2023
13, 9, 13, Tue Jan 24 12:15:56 2023
10, 10, 9, Tue Jan 24 12:16:56 2023
8, 8, 14, Tue Jan 24 12:17:56 2023
6, 4, 14, Tue Jan 24 12:18:56 2023
10, 8, 11, Tue Jan 24 12:19:56 2023
7, 7, 5, Tue Jan 24 12:22:56 2023
13, 13, 15, Tue Jan 24 12:23:56 2023
10, 10, 14, Tue Jan 24 12:24:56 2023
10, 12, 16, Tue Jan 24 12:25:56 2023
14, 13, 16, Tue Jan 24 12:26:56 2023
10, 9, 10, Tue Jan 24 12:27:56 2023
12, 10, 20, Tue Jan 24 12:28:56 2023
11, 9, 18, Tue Jan 24 12:29:56 2023
12, 11, 14, Tue Jan 24 12:30:56 2023
10, 12, 17, Tue Jan 24 12:31:56 2023
10, 9, 11, Tue Jan 24 12:32:56 2023
7, 9, 13, Tue Jan 24 12:33:56 2023
12, 10, 16, Tue Jan 24 12:34:56 2023
8, 7, 6, Tue Jan 24 12:35:56 2023
7, 6, 12, Tue Jan 24 12:36:56 2023
12, 14, 17, Tue Jan 24 12:37:56 2023
9, 6, 11, Tue Jan 24 12:38:56 2023
14, 13, 18, Tue Jan 24 12:39:56 2023
10, 9, 14, Tue Jan 24 12:40:56 2023
17, 13, 9, Tue Jan 24 12:41:56 2023
15, 16, 14, Tue Jan 24 12:42:56 2023
9, 10, 12, Tue Jan 24 12:43:56 2023
13, 8, 9, Tue Jan 24 12:44:56 2023
14, 10, 16, Tue Jan 24 12:45:56 2023
14, 14, 22, Tue Jan 24 12:46:56 2023
12, 9, 15, Tue Jan 24 12:47:56 2023
15, 14, 22, Tue Jan 24 12:48:56 2023
20, 12, 19, Tue Jan 24 12:49:56 2023
11, 12, 18, Tue Jan 24 12:50:56 2023
12, 7, 18, Tue Jan 24 12:51:56 2023
19, 11, 14, Tue Jan 24 12:54:56 2023
11, 9, 7, Tue Jan 24 12:55:56 2023
11, 10, 8, Tue Jan 24 12:56:56 2023
11, 8, 12, Tue Jan 24 12:57:56 2023
14, 12, 16, Tue Jan 24 12:58:56 2023
10, 12, 14, Tue Jan 24 12:59:56 2023
7, 11, 11, Tue Jan 24 13:00:56 2023
10, 10, 17, Tue Jan 24 13:01:56 2023
7, 4, 5, Tue Jan 24 13:02:56 2023
12, 11, 12, Tue Jan 24 13:03:56 2023
14, 12, 12, Tue Jan 24 13:04:56 2023
10, 9, 13, Tue Jan 24 13:05:56 2023
9, 4, 10, Tue Jan 24 13:06:56 2023
12, 13, 17, Tue Jan 24 13:07:56 2023
22, 17, 19, Tue Jan 24 13:08:56 2023
13, 13, 21, Tue Jan 24 13:09:56 2023
9, 7, 14, Tue Jan 24 13:10:56 2023
13, 4, 11, Tue Jan 24 13:11:56 2023
7, 11, 15, Tue Jan 24 13:12:56 2023
11, 13, 16, Tue Jan 24 13:13:56 2023
10, 11, 13, Tue Jan 24 13:14:56 2023
12, 8, 15, Tue Jan 24 13:15:56 2023
21, 14, 16, Tue Jan 24 13:16:56 2023
18, 16, 20, Tue Jan 24 13:17:56 2023
18, 15, 20, Tue Jan 24 13:18:56 2023
19, 12, 12, Tue Jan 24 13:19:56 2023
8, 10, 13, Tue Jan 24 13:20:56 2023
12, 14, 18, Tue Jan 24 13:21:56 2023
17, 17, 18, Tue Jan 24 13:22:56 2023
12, 7, 11, Tue Jan 24 13:23:56 2023
12, 10, 13, Tue Jan 24 13:26:56 2023
16, 12, 19, Tue Jan 24 13:27:56 2023
8, 7, 11, Tue Jan 24 13:28:56 2023
14, 11, 17, Tue Jan 24 13:29:56 2023
13, 12, 20, Tue Jan 24 13:30:56 2023
12, 8, 14, Tue Jan 24 13:31:56 2023
15, 13, 18, Tue Jan 24 13:32:56 2023
10, 8, 15, Tue Jan 24 13:33:56 2023
21, 13, 21, Tue Jan 24 13:34:56 2023
6, 9, 13, Tue Jan 24 13:35:56 2023
18, 14, 23, Tue Jan 24 13:36:56 2023
9, 7, 8, Tue Jan 24 13:37:56 2023
10, 10, 14, Tue Jan 24 13:38:56 2023
15, 12, 19, Tue Jan 24 13:39:56 2023
10, 9, 10, Tue Jan 24 13:40:56 2023
20, 13, 20, Tue Jan 24 13:41:56 2023
20, 10, 18, Tue Jan 24 13:42:56 2023
8, 9, 11, Tue Jan 24 13:43:56 2023
12, 14, 16, Tue Jan 24 13:44:56 2023
10, 9, 10, Tue Jan 24 13:45:56 2023
15, 12, 19, Tue Jan 24 13:46:56 2023
12, 10, 19, Tue Jan 24 13:47:56 2023
17, 14, 18, Tue Jan 24 13:48:56 2023
15, 15, 18, Tue Jan 24 13:49:56 2023
9, 7, 8, Tue Jan 24 13:50:56 2023
6, 5, 7, Tue Jan 24 13:51:56 2023
13, 12, 18, Tue Jan 24 13:52:56 2023
18, 15, 21, Tue Jan 24 13:53:56 2023
12, 9, 11, Tue Jan 24 13:54:56 2023
17, 13, 19, Tue Jan 24 13:55:56 2023
13, 8, 15, Tue Jan 24 13:58:56 2023
15, 10, 13, Tue Jan 24 13:59:56 2023
11, 10, 13, Tue Jan 24 14:00:56 2023
14, 10, 14, Tue Jan 24 14:01:56 2023
11, 10, 9, Tue Jan 24 14:02:56 2023
16, 11, 15, Tue Jan 24 14:03:56 2023
13, 12, 13, Tue Jan 24 14:04:56 2023
14, 12, 21, Tue Jan 24 14:05:56 2023
9, 8, 8, Tue Jan 24 14:06:56 2023
15, 16, 18, Tue Jan 24 14:07:56 2023
14, 10, 18, Tue Jan 24 14:08:56 2023
10, 5, 8, Tue Jan 24 14:09:56 2023
9, 7, 12, Tue Jan 24 14:10:56 2023
13, 7, 8, Tue Jan 24 14:11:56 2023
9, 9, 13, Tue Jan 24 14:12:56 2023
6, 8, 8, Tue Jan 24 14:13:56 2023
18, 11, 14, Tue Jan 24 14:14:56 2023
13, 17, 15, Tue Jan 24 14:15:56 2023
15, 15, 15, Tue Jan 24 14:16:56 2023
12, 10, 18, Tue Jan 24 14:17:56 2023
11, 6, 11, Tue Jan 24 14:18:56 2023
5, 9, 14, Tue Jan 24 14:19:56 2023
6, 11, 14, Tue Jan 24 14:20:56 2023
9, 13, 12, Tue Jan 24 14:21:56 2023
11, 12, 18, Tue Jan 24 14:22:56 2023
10, 8, 12, Tue Jan 24 14:23:56 2023
6, 7, 12, Tue Jan 24 14:24:56 2023
18, 9, 14, Tue Jan 24 14:25:56 2023
20, 12, 15, Tue Jan 24 14:26:56 2023
10, 8, 17, Tue Jan 24 14:27:56 2023
15, 8, 14, Tue Jan 24 14:30:56 2023
17, 10, 13, Tue Jan 24 14:31:56 2023
21, 10, 15, Tue Jan 24 14:32:56 2023
11, 7, 8, Tue Jan 24 14:33:56 2023
10, 15, 13, Tue Jan 24 14:34:56 2023
12, 12, 19, Tue Jan 24 14:35:56 2023
14, 11, 17, Tue Jan 24 14:36:56 2023
14, 15, 22, Tue Jan 24 14:37:56 2023
16, 12, 14, Tue Jan 24 14:38:56 2023
13, 12, 15, Tue Jan 24 14:39:56 2023
13, 13, 13, Tue Jan 24 14:40:56 2023
10, 14, 17, Tue Jan 24 14:41:56 2023
16, 15, 13, Tue Jan 24 14:42:56 2023
18, 13, 19, Tue Jan 24 14:43:56 2023
17, 12, 6, Tue Jan 24 14:44:56 2023
8, 7, 9, Tue Jan 24 14:45:56 2023
14, 10, 16, Tue Jan 24 14:46:56 2023
12, 15, 17, Tue Jan 24 14:47:56 2023
15, 14, 17, Tue Jan 24 14:48:56 2023
12, 5, 16, Tue Jan 24 14:49:56 2023
8, 11, 10, Tue Jan 24 14:50:56 2023
13, 16, 21, Tue Jan 24 14:51:56 2023
15, 10, 18, Tue Jan 24 14:52:56 2023
14, 16, 16, Tue Jan 24 14:53:56 2023
8, 6, 16, Tue Jan 24 14:54:56 2023
18, 11, 14, Tue Jan 24 14:55:56 2023
10, 9, 11, Tue Jan 24 14:56:56 2023
17, 15, 17, Tue Jan 24 14:57:56 2023
16, 16, 16, Tue Jan 24 14:58:56 2023
14, 7, 12, Tue Jan 24 14:59:56 2023
9, 10, 15, Tue Jan 24 15:02:56 2023
11, 11, 12, Tue Jan 24 15:03:56 2023
7, 7, 12, Tue Jan 24 15:04:56 2023
11, 11, 12, Tue Jan 24 15:05:56 2023
12, 10, 15, Tue Jan 24 15:06:56 2023
10, 7, 11, Tue Jan 24 15:07:56 2023
12, 8, 17, Tue Jan 24 15:08:56 2023
11, 8, 9, Tue Jan 24 15:09:56 2023
15, 16, 17, Tue Jan 24 15:10:56 2023
11, 13, 13, Tue Jan 24 15:11:56 2023
11, 10, 11, Tue Jan 24 15:12:56 2023
10, 7, 14, Tue Jan 24 15:13:56 2023
14, 10, 15, Tue Jan 24 15:14:56 2023
17, 11, 14, Tue Jan 24 15:15:56 2023
14, 16, 16, Tue Jan 24 15:16:56 2023
10, 11, 11, Tue Jan 24 15:17:56 2023
16, 12, 20, Tue Jan 24 15:18:56 2023
11, 9, 11, Tue Jan 24 15:19:56 2023
7, 7, 13, Tue Jan 24 15:20:56 2023
14, 6, 12, Tue Jan 24 15:21:56 2023
7, 6, 13, Tue Jan 24 15:22:56 2023
14, 14, 14, Tue Jan 24 15:23:56 2023
14, 11, 14, Tue Jan 24 15:24:56 2023
14, 11, 13, Tue Jan 24 15:25:56 2023
19, 12, 11, Tue Jan 24 15:26:56 2023
12, 8, 13, Tue Jan 24 15:27:56 2023
22, 21, 22, Tue Jan 24 15:28:56 2023
8, 7, 13, Tue Jan 24 15:29:56 2023
14, 14, 17, Tue Jan 24 15:30:56 2023
11, 8, 10, Tue Jan 24 15:31:56 2023
16, 11, 13, Tue Jan 24 15:34:56 2023
8, 9, 12, Tue Jan 24 15:35:56 2023
15, 13, 18, Tue Jan 24 15:36:56 2023
16, 11, 17, Tue Jan 24 15:37:56 2023
14, 10, 12, Tue Jan 24 15:38:56 2023
19, 9, 17, Tue Jan 24 15:39:56 2023
11, 13, 18, Tue Jan 24 15:40:56 2023
17, 14, 16, Tue Jan 24 15:41:56 2023
17, 14, 17, Tue Jan 24 15:42:56 2023
13, 12, 12, Tue Jan 24 15:43:56 2023
12, 11, 21, Tue Jan 24 15:44:56 2023
13, 11, 19, Tue Jan 24 15:45:56 2023
12, 13, 20, Tue Jan 24 15:46:56 2023
8, 5, 11, Tue Jan 24 15:47:56 2023
14, 7, 13, Tue Jan 24 15:48:56 2023
22, 20, 21, Tue Jan 24 15:49:56 2023
17, 10, 19, Tue Jan 24 15:50:56 2023
13, 10, 11, Tue Jan 24 15:51:56 2023
20, 20, Tue Jan 24 15:52:56 2023
15, 13, 21, Tue Jan 24 15:53:56 2023
14, 11, 12, Tue Jan 24 15:54:56 2023
15, 12, 13, Tue Jan 24 15:55:56 2023
15, 14, 16, Tue Jan 24 15:56:56 2023
14, 8, 17, Tue Jan 24 15:57:56 2023
12, 10, 15, Tue Jan 24 15:58:56 2023
15, 16, 18, Tue Jan 24 15:59:56 2023
21, 15, 16, Tue Jan 24 16:00:56 2023
10, 11, 10, Tue Jan 24 16:01:56 2023
18, 18, 21, Tue Jan 24 16:02:56 2023
13, 7, 16, Tue Jan 24 16:03:56 2023
24, 12, 19, Tue Jan 24 16:06:56 2023
10, 11, 10, Tue Jan 24 16:07:56 2023
10, 10, 10, Tue Jan 24 16:08:56 2023
13, 12, 18, Tue Jan 24 16:09:56 2023
18, 16, 23, Tue Jan 24 16:10:56 2023
24, 18, 22, Tue Jan 24 16:11:56 2023
13, 11, 13, Tue Jan 24 16:12:56 2023
11, 11, 14, Tue Jan 24 16:13:56 2023
12, 10, 16, Tue Jan 24 16:14:56 2023
12, 12, 11, Tue Jan 24 16:15:56 2023
14, 13, 15, Tue Jan 24 16:16:56 2023
9, 6, 15, Tue Jan 24 16:17:56 2023
10, 10, 14, Tue Jan 24 16:18:56 2023
12, 12, 17, Tue Jan 24 16:19:56 2023
12, 13, 18, Tue Jan 24 16:20:56 2023
11, 10, 14, Tue Jan 24 16:21:56 2023
8, 8, 15, Tue Jan 24 16:22:56 2023
10, 10, 18, Tue Jan 24 16:23:56 2023
19, 15, 13, Tue Jan 24 16:24:56 2023
14, 12, 12, Tue Jan 24 16:25:56 2023
9, 8, 18, Tue Jan 24 16:26:56 2023
12, 8, 15, Tue Jan 24 16:27:56 2023
10, 8, 16, Tue Jan 24 16:28:56 2023
13, 13, 19, Tue Jan 24 16:29:56 2023
19, 12, 18, Tue Jan 24 16:30:56 2023
12, 14, 16, Tue Jan 24 16:31:56 2023
11, 14, 14, Tue Jan 24 16:32:56 2023
16, 14, 14, Tue Jan 24 16:33:56 2023
19, 21, 21, Tue Jan 24 16:34:56 2023
12, 9, 11, Tue Jan 24 16:35:56 2023
15, 15, 21, Tue Jan 24 16:38:56 2023
21, 14, 20, Tue Jan 24 16:39:56 2023
11, 7, 13, Tue Jan 24 16:40:56 2023
9, 13, 8, Tue Jan 24 16:41:56 2023
18, 15, 18, Tue Jan 24 16:42:56 2023
13, 12, 18, Tue Jan 24 16:43:56 2023
16, 11, 16, Tue Jan 24 16:44:56 2023
17, 14, 15, Tue Jan 24 16:45:56 2023
23, 18, 21, Tue Jan 24 16:46:56 2023
20, 14, 17, Tue Jan 24 16:47:56 2023
15, 13, 15, Tue Jan 24 16:48:56 2023
21, 18, 18, Tue Jan 24 16:49:56 2023
18, 8, 14, Tue Jan 24 16:50:56 2023
19, 16, 14, Tue Jan 24 16:51:56 2023
14, 13, 13, Tue Jan 24 16:52:56 2023
16, 14, 14, Tue Jan 24 16:53:56 2023
20, 14, 24, Tue Jan 24 16:54:56 2023
21, 12, 21, Tue Jan 24 16:55:56 2023
24, 17, 24, Tue Jan 24 16:56:56 2023
18, 14, 20, Tue Jan 24 16:57:56 2023
17, 13, 14, Tue Jan 24 16:58:56 2023
14, 13, 16, Tue Jan 24 16:59:56 2023
9, 8, 10, Tue Jan 24 17:00:56 2023
13, 11, 10, Tue Jan 24 17:01:56 2023
18, 20, 20, Tue Jan 24 17:02:56 2023
14, 12, 15, Tue Jan 24 17:03:56 2023
18, 15, 13, Tue Jan 24 17:04:56 2023
12, 5, 11, Tue Jan 24 17:05:56 2023
19, 18, 21, Tue Jan 24 17:06:56 2023
14, 12, 14, Tue Jan 24 17:07:56 2023
16, 12, 17, Tue Jan 24 17:10:56 2023
17, 17, 24, Tue Jan 24 17:11:56 2023
10, 9, 13, Tue Jan 24 17:12:56 2023
17, 17, 12, Tue Jan 24 17:13:56 2023
18, 20, 23, Tue Jan 24 17:14:56 2023
12, 9, 18, Tue Jan 24 17:15:56 2023
14, 17, 18, Tue Jan 24 17:16:56 2023
27, 20, 27, Tue Jan 24 17:17:56 2023
14, 11, 15, Tue Jan 24 17:18:56 2023
20, 14, 21, Tue Jan 24 17:19:56 2023
21, 16, 20, Tue Jan 24 17:20:56 2023
12, 12, 16, Tue Jan 24 17:21:56 2023
18, 12, 18, Tue Jan 24 17:22:56 2023
17, 14, 20, Tue Jan 24 17:23:56 2023
21, 13, 18, Tue Jan 24 17:24:56 2023
21, 12, 11, Tue Jan 24 17:25:56 2023
11, 10, 14, Tue Jan 24 17:26:56 2023
17, 11, 19, Tue Jan 24 17:27:56 2023
11, 13, 16, Tue Jan 24 17:28:56 2023
16, 10, 13, Tue Jan 24 17:29:56 2023
18, 16, 17, Tue Jan 24 17:30:56 2023
19, 15, 18, Tue Jan 24 17:31:56 2023
14, 10, 16, Tue Jan 24 17:32:56 2023
17, 12, 14, Tue Jan 24 17:33:56 2023
19, 19, 25, Tue Jan 24 17:34:56 2023
18, 14, 24, Tue Jan 24 17:35:56 2023
14, 16, 17, Tue Jan 24 17:36:56 2023
19, 21, 22, Tue Jan 24 17:37:56 2023
11, 15, 11, Tue Jan 24 17:38:56 2023
19, 15, 13, Tue Jan 24 17:39:56 2023
19, 16, 20, Tue Jan 24 17:42:56 2023
15, 12, 14, Tue Jan 24 17:43:56 2023
12, 12, 16, Tue Jan 24 17:44:56 2023
16, 13, 17, Tue Jan 24 17:45:56 2023
15, 15, 18, Tue Jan 24 17:46:56 2023
18, 14, 18, Tue Jan 24 17:47:56 2023
15, 17, 16, Tue Jan 24 17:48:56 2023
14, 9, 13, Tue Jan 24 17:49:56 2023
12, 15, 16, Tue Jan 24 17:50:56 2023
14, 11, 13, Tue Jan 24 17:51:56 2023
22, 19, 17, Tue Jan 24 17:52:56 2023
9, 12, 12, Tue Jan 24 17:53:56 2023
14, 8, 14, Tue Jan 24 17:54:56 2023
10, 8, 10, Tue Jan 24 17:55:56 2023
17, 10, 18, Tue Jan 24 17:56:56 2023
16, 16, 16, Tue Jan 24 17:57:56 2023
16, 17, 20, Tue Jan 24 17:58:56 2023
19, 16, 22, Tue Jan 24 17:59:56 2023
19, 12, 17, Tue Jan 24 18:00:56 2023
22, 21, 27, Tue Jan 24 18:01:56 2023
15, 9, 15, Tue Jan 24 18:02:56 2023
18, 16, 17, Tue Jan 24 18:03:56 2023
21, 8, 14, Tue Jan 24 18:04:56 2023
12, 13, 11, Tue Jan 24 18:05:56 2023
19, 16, 24, Tue Jan 24 18:06:56 2023
20, 20, 24, Tue Jan 24 18:07:56 2023
16, 10, 15, Tue Jan 24 18:08:56 2023
17, 17, 22, Tue Jan 24 18:09:56 2023
25, 22, 23, Tue Jan 24 18:10:56 2023
17, 11, 14, Tue Jan 24 18:11:56 2023
15, 18, 16, Tue Jan 24 18:14:56 2023
14, 11, 15, Tue Jan 24 18:15:56 2023
16, 19, 16, Tue Jan 24 18:16:56 2023
13, 8, 12, Tue Jan 24 18:17:56 2023
20, 15, 20, Tue Jan 24 18:18:56 2023
12, 8, 10, Tue Jan 24 18:19:56 2023
9, 15, 17, Tue Jan 24 18:20:56 2023
13, 11, 18, Tue Jan 24 18:21:56 2023
17, 15, 16, Tue Jan 24 18:22:56 2023
15, 12, 16, Tue Jan 24 18:23:56 2023
15, 15, 18, Tue Jan 24 18:24:56 2023
22, 19, 15, Tue Jan 24 18:25:56 2023
22, 16, 23, Tue Jan 24 18:26:56 2023
13, 13, 16, Tue Jan 24 18:27:56 2023
11, 9, 11, Tue Jan 24 18:28:56 2023
20, 21, 24, Tue Jan 24 18:29:56 2023
