counts_1_3,counts_2_3,counts_1_2,timestamp
16, 16, 25, Fri Jan 20 19:06:54 2023
13, 10, 13, Fri Jan 20 19:07:54 2023
12, 10, 13, Fri Jan 20 19:08:54 2023
18, 10, 9, Fri Jan 20 19:09:54 2023
17, 11, 12, Fri Jan 20 19:10:54 2023
16, 15, 14, Fri Jan 20 19:11:54 2023
18, 13, 23, Fri Jan 20 19:12:54 2023
10, 9, 16, Fri Jan 20 19:13:54 2023
15, 12, 15, Fri Jan 20 19:14:54 2023
22, 11, 19, Fri Jan 20 19:17:54 2023
15, 13, 15, Fri Jan 20 19:18:54 2023
11, 11, 11, Fri Jan 20 19:19:54 2023
12, 10, 14, Fri Jan 20 19:20:54 2023
14, 11, 11, Fri Jan 20 19:21:54 2023
18, 12, 13, Fri Jan 20 19:22:54 2023
14, 14, 14, Fri Jan 20 19:23:54 2023
14, 13, 18, Fri Jan 20 19:24:54 2023
31, 17, 19, Fri Jan 20 19:25:54 2023
21, 21, 22, Fri Jan 20 19:26:54 2023
14, 13, 10, Fri Jan 20 19:27:54 2023
15, 12, 22, Fri Jan 20 19:28:54 2023
11, 11, 22, Fri Jan 20 19:29:54 2023
8, 11, 8, Fri Jan 20 19:30:54 2023
18, 17, 22, Fri Jan 20 19:31:54 2023
8, 8, 13, Fri Jan 20 19:32:54 2023
14, 13, 19, Fri Jan 20 19:33:54 2023
13, 11, 9, Fri Jan 20 19:34:54 2023
23, 22Jan 20 19:35:54 2023
18, 16, 18, Fri Jan 20 19:36:54 2023
12, 10, 11, Fri Jan 20 19:37:54 2023
20, 10, 14, Fri Jan 20 19:38:54 2023
15, 10, 16, Fri Jan 20 19:39:54 2023
15, 14, 18, Fri Jan 20 19:40:54 2023
15, 9, 16, Fri Jan 20 19:41:54 2023
18, 17, 18, Fri Jan 20 19:42:54 2023
6, 10, 15, Fri Jan 20 19:43:54 2023
20, 18, 21, Fri Jan 20 19:44:54 2023
12, 12, 10, Fri Jan 20 19:45:54 2023
12, 11, 11, Fri Jan 20 19:46:54 2023
19, 21, 24, Fri Jan 20 19:49:54 2023
16, 15, 16, Fri Jan 20 19:50:54 2023
16, 12, 22, Fri Jan 20 19:51:54 2023
13, 10, 15, Fri Jan 20 19:52:54 2023
12, 14, 18, Fri Jan 20 19:53:54 2023
11, 13, 13, Fri Jan 20 19:54:54 2023
11, 14, 11, Fri Jan 20 19:55:54 2023
16, 15, 13, Fri Jan 20 19:56:54 2023
16, 14, 13, Fri Jan 20 19:57:54 2023
14, 12, 18, Fri Jan 20 19:58:54 2023
15, 15, 16, Fri Jan 20 19:59:54 2023
17, 12, 16, Fri Jan 20 20:00:54 2023
16, 6, 8, Fri Jan 20 20:01:54 2023
16, 17, 20, Fri Jan 20 20:02:54 2023
15, 13, 19, Fri Jan 20 20:03:54 2023
17, 17, 20, Fri Jan 20 20:04:54 2023
14, 10, 11, Fri Jan 20 20:05:54 2023
21, 18, 17, Fri Jan 20 20:06:54 2023
16, 14, 16, Fri Jan 20 20:07:54 2023
15, 14, 15, Fri Jan 20 20:08:54 2023
15, 11, 15, Fri Jan 20 20:09:54 2023
16, 11, 10, Fri Jan 20 20:10:54 2023
16, 16, 24, Fri Jan 20 20:11:54 2023
10, 12, 16, Fri Jan 20 20:12:54 2023
16, 14, 18, Fri Jan 20 20:13:54 2023
16, 16, 20, Fri Jan 20 20:14:54 2023
17, 17, 19, Fri Jan 20 20:15:54 2023
13, 11, 20, Fri Jan 20 20:16:54 2023
13, 8, 11, Fri Jan 20 20:17:54 2023
16, 11, 11, Fri Jan 20 20:18:54 2023
17, 14, 13, Fri Jan 20 20:22:54 2023
14, 13, 18, Fri Jan 20 20:23:54 2023
23, 16, 21, Fri Jan 20 20:24:54 2023
11, 12, 7, Fri Jan 20 20:25:54 2023
8, 8, 7, Fri Jan 20 20:26:54 2023
17, 15, 19, Fri Jan 20 20:27:54 2023
13, 10, 11, Fri Jan 20 20:28:54 2023
24, 19, 15, Fri Jan 20 20:29:54 2023
8, 9, 13, Fri Jan 20 20:30:54 2023
22, 10, 18, Fri Jan 20 20:31:54 2023
13, 11, 13, Fri Jan 20 20:32:54 2023
13, 11, 16, Fri Jan 20 20:33:54 2023
19, 18, 17, Fri Jan 20 20:34:54 2023
12, 13, 11, Fri Jan 20 20:35:54 2023
16, 11, 11, Fri Jan 20 20:36:54 2023
17, 14, 18, Fri Jan 20 20:37:54 2023
13, 8, 12, Fri Jan 20 20:38:54 2023
12, 12, 16, Fri Jan 20 20:39:54 2023
14, 14, 13, Fri Jan 20 20:40:54 2023
8, 9, 10, Fri Jan 20 20:41:54 2023
16, 11, 20, Fri Jan 20 20:42:54 2023
12, 8, 10, Fri Jan 20 20:43:54 2023
17, 11, 15, Fri Jan 20 20:44:54 2023
10, 6, 10, Fri Jan 20 20:45:54 2023
11, 12, 11, Fri Jan 20 20:46:54 2023
11, 13, 12, Fri Jan 20 20:47:54 2023
20, 19, 18, Fri Jan 20 20:48:54 2023
13, 10, 12, Fri Jan 20 20:49:54 2023
17, 12, 19, Fri Jan 20 20:50:54 2023
16, 14, 17, Fri Jan 20 20:53:54 2023
12, 14, 13, Fri Jan 20 20:54:54 2023
12, 10, 20, Fri Jan 20 20:55:54 2023
13, 12, 13, Fri Jan 20 20:56:54 2023
11, 15, 10, Fri Jan 20 20:57:54 2023
16, 17, 15, Fri Jan 20 20:58:54 2023
12, 11, 8, Fri Jan 20 20:59:54 2023
8, 9, 9, Fri Jan 20 21:00:54 2023
17, 14, 16, Fri Jan 20 21:01:54 2023
20, 13, 21, Fri Jan 20 21:02:54 2023
17, 17, 20, Fri Jan 20 21:03:54 2023
18, 18, 19, Fri Jan 20 21:04:54 2023
7, 12, 9, Fri Jan 20 21:05:54 2023
19, 16, 18, Fri Jan 20 21:06:54 2023
10, 17, 15, Fri Jan 20 21:07:54 2023
17, 18, 18, Fri Jan 20 21:08:54 2023
15, 13, 23, Fri Jan 20 21:09:54 2023
15, 13, 18, Fri Jan 20 21:10:54 2023
21, 17, 18, Fri Jan 20 21:11:54 2023
15, 21, 18, Fri Jan 20 21:12:54 2023
21, 14, 21, Fri Jan 20 21:13:54 2023
26, 17, 26, Fri Jan 20 21:14:54 2023
14, 16, 20, Fri Jan 20 21:15:54 2023
19, 18, 16, Fri Jan 20 21:16:54 2023
14, 14, 14, Fri Jan 20 21:17:54 2023
18, 13, 15, Fri Jan 20 21:18:54 2023
16, 14, 20, Fri Jan 20 21:19:54 2023
9, 8, 11, Fri Jan 20 21:20:54 2023
12, 11, 16, Fri Jan 20 21:21:54 2023
16, 17, 16, Fri Jan 20 21:22:54 2023
15, 14, 23, Fri Jan 20 21:25:54 2023
13, 10, 13, Fri Jan 20 21:26:54 2023
15, 7, 17, Fri Jan 20 21:27:54 2023
17, 10, 19, Fri Jan 20 21:28:54 2023
16, 20, 28, Fri Jan 20 21:29:54 2023
17, 14, 19, Fri Jan 20 21:30:54 2023
13, 8, 11, Fri Jan 20 21:31:54 2023
10, 8, 6, Fri Jan 20 21:32:54 2023
16, 16, 16, Fri Jan 20 21:33:54 2023
8, 6, 11, Fri Jan 20 21:34:54 2023
15, 15, 15, Fri Jan 20 21:35:54 2023
14, 14, 15, Fri Jan 20 21:36:54 2023
12, 10, 9, Fri Jan 20 21:37:54 2023
17, 14, 15, Fri Jan 20 21:38:54 2023
14, 11, 15, Fri Jan 20 21:39:54 2023
20, 13, 17, Fri Jan 20 21:40:54 2023
20, 10, 12, Fri Jan 20 21:41:54 2023
14, 15, 21, Fri Jan 20 21:42:54 2023
18, 16, 15, Fri Jan 20 21:43:54 2023
12, 13, 19, Fri Jan 20 21:44:54 2023
12, 11, 11, Fri Jan 20 21:45:54 2023
13, 11, 12, Fri Jan 20 21:46:54 2023
12, 10, 17, Fri Jan 20 21:47:54 2023
18, 15, 20, Fri Jan 20 21:48:54 2023
19, 15, 18, Fri Jan 20 21:49:54 2023
14, 10, 16, Fri Jan 20 21:50:54 2023
16, 10, 12, Fri Jan 20 21:51:54 2023
13, 14, 15, Fri Jan 20 21:52:54 2023
12, 12, 21, Fri Jan 20 21:53:54 2023
17, 11, 17, Fri Jan 20 21:54:54 2023
10, 10, 12, Fri Jan 20 21:57:54 2023
20, 23, 20, Fri Jan 20 21:58:54 2023
17, 13, 19, Fri Jan 20 21:59:54 2023
13, 13, 10, Fri Jan 20 22:00:54 2023
13, 12, 17, Fri Jan 20 22:01:54 2023
17, 14, 16, Fri Jan 20 22:02:54 2023
12, 12, 18, Fri Jan 20 22:03:54 2023
19, 11, 14, Fri Jan 20 22:04:54 2023
14, 14, 15, Fri Jan 20 22:05:54 2023
15, 12, 15, Fri Jan 20 22:06:54 2023
11, 6, 8, Fri Jan 20 22:07:54 2023
12, 10, 13, Fri Jan 20 22:08:54 2023
14, 12, 12, Fri Jan 20 22:09:54 2023
21, 15, 14, Fri Jan 20 22:10:54 2023
15, 14, 16, Fri Jan 20 22:11:54 2023
19, 12, 17, Fri Jan 20 22:12:54 2023
14, 11, 15, Fri Jan 20 22:13:54 2023
17, 14, 18, Fri Jan 20 22:14:54 2023
18, 17, 16, Fri Jan 20 22:15:54 2023
14, 13, 20, Fri Jan 20 22:16:54 2023
10, 10, 18, Fri Jan 20 22:17:54 2023
10, 9, 14, Fri Jan 20 22:18:54 2023
17, 25, 16, Fri Jan 20 22:19:54 2023
13, 12, 14, Fri Jan 20 22:20:54 2023
15, 8, 19, Fri Jan 20 22:21:54 2023
14, 12, 19, Fri Jan 20 22:22:54 2023
20, 21, 20, Fri Jan 20 22:23:54 2023
14, 8, 12, Fri Jan 20 22:24:54 2023
20, 18, 22, Fri Jan 20 22:25:54 2023
14, 11, 15, Fri Jan 20 22:26:54 2023
19, 13, 19, Fri Jan 20 22:29:54 2023
10, 5, 9, Fri Jan 20 22:30:54 2023
15, 17, 15, Fri Jan 20 22:31:54 2023
17, 10, 16, Fri Jan 20 22:32:54 2023
15, 6, 14, Fri Jan 20 22:33:54 2023
13, 13, 12, Fri Jan 20 22:34:54 2023
12, 16, 20, Fri Jan 20 22:35:54 2023
20, 13, 20, Fri Jan 20 22:36:54 2023
15, 18, 14, Fri Jan 20 22:37:54 2023
17, 15, 16, Fri Jan 20 22:38:54 2023
23, 23, 19, Fri Jan 20 22:39:54 2023
16, 15, 18, Fri Jan 20 22:40:54 2023
19, 14, 15, Fri Jan 20 22:41:54 2023
13, 16, 15, Fri Jan 20 22:42:54 2023
20, 10, 15, Fri Jan 20 22:43:54 2023
11, 11, 15, Fri Jan 20 22:44:54 2023
15, 14, 10, Fri Jan 20 22:45:54 2023
10, 7, 11, Fri Jan 20 22:46:54 2023
11, 10, 11, Fri Jan 20 22:47:54 2023
18, 20, 18, Fri Jan 20 22:48:54 2023
17, 9, 10, Fri Jan 20 22:49:54 2023
12, 6, 10, Fri Jan 20 22:50:54 2023
10, 7, 15, Fri Jan 20 22:51:54 2023
23, 21, 20, Fri Jan 20 22:52:54 2023
16, 16, 14, Fri Jan 20 22:53:54 2023
18, 11, 17, Fri Jan 20 22:54:54 2023
14, 9, 14, Fri Jan 20 22:55:54 2023
20, 18, 21, Fri Jan 20 22:56:54 2023
23, 20, 19, Fri Jan 20 22:57:54 2023
12, 10, 13, Fri Jan 20 22:58:54 2023
15, 10, 15, Fri Jan 20 23:01:54 2023
18, 17, 28, Fri Jan 20 23:02:54 2023
15, 10, 14, Fri Jan 20 23:03:54 2023
10, 11, 11, Fri Jan 20 23:04:54 2023
6, 12, 10, Fri Jan 20 23:05:54 2023
16, 14, 12, Fri Jan 20 23:06:54 2023
8, 9, 11, Fri Jan 20 23:07:54 2023
12, 6, 14, Fri Jan 20 23:08:54 2023
12, 8, 6, Fri Jan 20 23:09:54 2023
16, 17, 14, Fri Jan 20 23:10:54 2023
15, 11, 14, Fri Jan 20 23:11:54 2023
19, 18, 15, Fri Jan 20 23:12:54 2023
15, 10, 11, Fri Jan 20 23:13:54 2023
15, 7, 9, Fri Jan 20 23:14:54 2023
19, 18, 18, Fri Jan 20 23:15:54 2023
9, 11, 13, Fri Jan 20 23:16:54 2023
22, 18, 21, Fri Jan 20 23:17:54 2023
11, 8, 15, Fri Jan 20 23:18:54 2023
10, 8, 11, Fri Jan 20 23:19:54 2023
7, 10, 12, Fri Jan 20 23:20:54 2023
13, 12, 14, Fri Jan 20 23:21:54 2023
11, 6, 9, Fri Jan 20 23:22:54 2023
13, 17, 17, Fri Jan 20 23:23:54 2023
17, 10, 18, Fri Jan 20 23:24:54 2023
7, 9, 14, Fri Jan 20 23:25:54 2023
18, 12, 21, Fri Jan 20 23:26:54 2023
13, 7, 10, Fri Jan 20 23:27:54 2023
26, 17, 19, Fri Jan 20 23:28:54 2023
15, 17, 17, Fri Jan 20 23:29:54 2023
18, 13, 18, Fri Jan 20 23:30:54 2023
16, 16, 15, Fri Jan 20 23:33:54 2023
17, 18, 19, Fri Jan 20 23:34:54 2023
17, 19, 21, Fri Jan 20 23:35:54 2023
18, 15, 16, Fri Jan 20 23:36:54 2023
10, 12, 16, Fri Jan 20 23:37:54 2023
16, 13, 10, Fri Jan 20 23:38:54 2023
18, 8, 11, Fri Jan 20 23:39:54 2023
17, 8, 14, Fri Jan 20 23:40:54 2023
11, 14, 14, Fri Jan 20 23:41:54 2023
21, 13, 16, Fri Jan 20 23:42:54 2023
17, 10, 11, Fri Jan 20 23:43:54 2023
14, 9, 15, Fri Jan 20 23:44:54 2023
23, 19, 21, Fri Jan 20 23:45:54 2023
17, 14, 14, Fri Jan 20 23:46:54 2023
19, 18, 20, Fri Jan 20 23:47:54 2023
24, 17, 16, Fri Jan 20 23:48:54 2023
17, 11, 15, Fri Jan 20 23:49:54 2023
15, 16, 17, Fri Jan 20 23:50:54 2023
158, Fri Jan 20 23:51:54 2023
20, 19, 22, Fri Jan 20 23:52:54 2023
15, 16, 25, Fri Jan 20 23:53:54 2023
12, 11, 16, Fri Jan 20 23:54:54 2023
18, 10, 12, Fri Jan 20 23:55:54 2023
10, 13, 11, Fri Jan 20 23:56:54 2023
19, 14, 18, Fri Jan 20 23:57:54 2023
12, 8, 12, Fri Jan 20 23:58:54 2023
12, 18, 16, Fri Jan 20 23:59:54 2023
16, 18, 22, Sat Jan 21 00:00:54 2023
19, 19, 18, Sat Jan 21 00:01:54 2023
17, 20, 19, Sat Jan 21 00:02:54 2023
21, 19, 15, Sat Jan 21 00:05:54 2023
18, 15, 15, Sat Jan 21 00:06:54 2023
20, 20, 21, Sat Jan 21 00:07:54 2023
16, 14, 16, Sat Jan 21 00:08:54 2023
21, 16, 26, Sat Jan 21 00:09:54 2023
19, 13, 16, Sat Jan 21 00:10:54 2023
15, 10, 14, Sat Jan 21 00:11:54 2023
9, 10, 10, Sat Jan 21 00:12:54 2023
16, 14, 20, Sat Jan 21 00:13:54 2023
20, 17, 17, Sat Jan 21 00:14:54 2023
27, 18, 23, Sat Jan 21 00:15:54 2023
13, 9, 10, Sat Jan 21 00:16:54 2023
15, 11, 20, Sat Jan 21 00:17:54 2023
26, 17, 22, Sat Jan 21 00:18:54 2023
17, 17, 18, Sat Jan 21 00:19:54 2023
19, 16, 23, Sat Jan 21 00:20:54 2023
12, 14, 15, Sat Jan 21 00:21:54 2023
11, 11, 16, Sat Jan 21 00:22:54 2023
15, 13, 13, Sat Jan 21 00:23:54 2023
21, 17, 21, Sat Jan 21 00:24:54 2023
19, 14, 16, Sat Jan 21 00:25:54 2023
18, 14, 15, Sat Jan 21 00:26:54 2023
18, 17, 22, Sat Jan 21 00:27:54 2023
15, 13, 10, Sat Jan 21 00:28:54 2023
20, 18, 16, Sat Jan 21 00:29:54 2023
16, 13, 20, Sat Jan 21 00:30:54 2023
15, 12, 20, Sat Jan 21 00:31:54 2023
20, 14, 19, Sat Jan 21 00:32:54 2023
27, 23, 24, Sat Jan 21 00:33:54 2023
18, 18, 22, Sat Jan 21 00:34:54 2023
13, 15, 17, Sat Jan 21 00:37:54 2023
16, 11, 16, Sat Jan 21 00:38:54 2023
16, 18, 17, Sat Jan 21 00:39:54 2023
14, 7, 11, Sat Jan 21 00:40:54 2023
13, 8, 11, Sat Jan 21 00:41:54 2023
14, 9, 11, Sat Jan 21 00:42:54 2023
18, 15, 24, Sat Jan 21 00:43:54 2023
9, 10, 11, Sat Jan 21 00:44:54 2023
13, 13, 16, Sat Jan 21 00:45:54 2023
10, 10, 16, Sat Jan 21 00:46:54 2023
21, 12, 12, Sat Jan 21 00:47:54 2023
24, 15, 20, Sat Jan 21 00:48:54 2023
14, 11, 15, Sat Jan 21 00:49:54 2023
20, 10, 18, Sat Jan 21 00:50:54 2023
15, 11, 15, Sat Jan 21 00:51:54 2023
19, 18, 19, Sat Jan 21 00:52:54 2023
13, 11, 11, Sat Jan 21 00:53:54 2023
23, 22, 20, Sat Jan 21 00:54:54 2023
21, 20, 21, Sat Jan 21 00:55:54 2023
12, 10, 11, Sat Jan 21 00:56:54 2023
13, 12, 11, Sat Jan 21 00:57:54 2023
16, 11, 15, Sat Jan 21 00:58:54 2023
20, 17, 17, Sat Jan 21 00:59:54 2023
15, 14, 16, Sat Jan 21 01:00:54 2023
21, 15, 18, Sat Jan 21 01:01:54 2023
19, 15, 18, Sat Jan 21 01:02:54 2023
14, 14, 15, Sat Jan 21 01:03:54 2023
14, 13, 11, Sat Jan 21 01:04:54 2023
24, 17, 17, Sat Jan 21 01:05:54 2023
20, 16, 21, Sat Jan 21 01:06:54 2023
11, 9, 10, Sat Jan 21 01:09:54 2023
16, 13, 14, Sat Jan 21 01:10:54 2023
18, 15, 22, Sat Jan 21 01:11:54 2023
11, 12, 16, Sat Jan 21 01:12:54 2023
20, 17, 22, Sat Jan 21 01:13:54 2023
21, 15, 20, Sat Jan 21 01:14:54 2023
21, 15, 18, Sat Jan 21 01:15:54 2023
10, 15, 14, Sat Jan 21 01:16:54 2023
14, 11, 11, Sat Jan 21 01:17:54 2023
12, 15, 15, Sat Jan 21 01:18:54 2023
9, 6, 16, Sat Jan 21 01:19:54 2023
20, 18, 23, Sat Jan 21 01:20:54 2023
9, 13, 14, Sat Jan 21 01:21:54 2023
23, 22, 22, Sat Jan 21 01:22:54 2023
14, 8, 11, Sat Jan 21 01:23:54 2023
14, 13, 14, Sat Jan 21 01:24:54 2023
21, 14, 18, Sat Jan 21 01:25:54 2023
13, 9, 16, Sat Jan 21 01:26:54 2023
15, 16, 17, Sat Jan 21 01:27:54 2023
17, 13, 15, Sat Jan 21 01:28:54 2023
18, 13, 17, Sat Jan 21 01:29:54 2023
13, 9, 9, Sat Jan 21 01:30:54 2023
19, 14, 15, Sat Jan 21 01:31:54 2023
17, 15, 16, Sat Jan 21 01:32:54 2023
14, 12, 17, Sat Jan 21 01:33:54 2023
17, 19, 23, Sat Jan 21 01:34:54 2023
11, 9, 18, Sat Jan 21 01:35:54 2023
18, 18, 22, Sat Jan 21 01:36:54 2023
14, 14, 15, Sat Jan 21 01:37:54 2023
11, 7, 13, Sat Jan 21 01:38:54 2023
11, 17, 16, Sat Jan 21 01:41:54 2023
17, 13, 23, Sat Jan 21 01:42:54 2023
12, 15, 16, Sat Jan 21 01:43:54 2023
15, 11, 16, Sat Jan 21 01:44:54 2023
18, 13, 16, Sat Jan 21 01:45:54 2023
11, 7, 9, Sat Jan 21 01:46:54 2023
15, 12, 13, Sat Jan 21 01:47:54 2023
11, 8, 16, Sat Jan 21 01:48:54 2023
13, 11, 17, Sat Jan 21 01:49:54 2023
14, 11, 16, Sat Jan 21 01:50:54 2023
14, 16, 18, Sat Jan 21 01:51:54 2023
10, 7, 11, Sat Jan 21 01:52:54 2023
15, 11, 14, Sat Jan 21 01:53:54 2023
14, 13, 20, Sat Jan 21 01:54:54 2023
18, 15, 18, Sat Jan 21 01:55:54 2023
17, 15, 18, Sat Jan 21 01:56:54 2023
18, 11, 19, Sat Jan 21 01:57:54 2023
19, 14, 19, Sat Jan 21 01:58:54 2023
24, 20, 23, Sat Jan 21 01:59:54 2023
8, 10, 14, Sat Jan 21 02:00:54 2023
9, 9, 11, Sat Jan 21 02:01:54 2023
27, 18, 18, Sat Jan 21 02:02:54 2023
19, 9, 15, Sat Jan 21 02:03:54 2023
14, 13, 17, Sat Jan 21 02:04:54 2023
12, 12, 15, Sat Jan 21 02:05:54 2023
14, 9, 14, Sat Jan 21 02:06:54 2023
17, 20, 23, Sat Jan 21 02:07:54 2023
19, 19, 21, Sat Jan 21 02:08:54 2023
19, 17, 9, Sat Jan 21 02:09:54 2023
15, 14, 20, Sat Jan 21 02:10:54 2023
16, 16, 18, Sat Jan 21 02:13:54 2023
10, 12, 22, Sat Jan 21 02:14:54 2023
19, 14, 20, Sat Jan 21 02:15:54 2023
14, 15, 14, Sat Jan 21 02:16:54 2023
18, 18, 23, Sat Jan 21 02:17:54 2023
15, 13, 18, Sat Jan 21 02:18:54 2023
16, 12, 17, Sat Jan 21 02:19:54 2023
18, 11, 18, Sat Jan 21 02:20:54 2023
13, 8, 12, Sat Jan 21 02:21:54 2023
21, 17, 22, Sat Jan 21 02:22:54 2023
12, 13, 13, Sat Jan 21 02:23:54 2023
15, 8, 11, Sat Jan 21 02:24:54 2023
16, 14, 15, Sat Jan 21 02:25:54 2023
9, 11, 14, Sat Jan 21 02:26:54 2023
16, 13, 14, Sat Jan 21 02:27:54 2023
18, 10, 14, Sat Jan 21 02:28:54 2023
18, 21, 25, Sat Jan 21 02:29:54 2023
12, 12, 15, Sat Jan 21 02:30:54 2023
13, 14, 16, Sat Jan 21 02:31:54 2023
25, 24, 29, Sat Jan 21 02:32:54 2023
27, 16, 27, Sat Jan 21 02:33:54 2023
13, 15, 12, Sat Jan 21 02:34:54 2023
13, 16, 15, Sat Jan 21 02:35:54 2023
10, 12, 10, Sat Jan 21 02:36:54 2023
18, 18, 18, Sat Jan 21 02:37:54 2023
24, 21, 21, Sat Jan 21 02:38:54 2023
16, 16, 17, Sat Jan 21 02:39:54 2023
23, 19, 23, Sat Jan 21 02:40:54 2023
19, 22, 24, Sat Jan 21 02:41:54 2023
14, 12, 13, Sat Jan 21 02:42:54 2023
16, 10, 15, Sat Jan 21 02:45:54 2023
19, 14, 21, Sat Jan 21 02:46:54 2023
12, 12, 13, Sat Jan 21 02:47:54 2023
15, 12, 13, Sat Jan 21 02:48:54 2023
21, 22, 20, Sat Jan 21 02:49:54 2023
13, 6, 13, Sat Jan 21 02:50:54 2023
15, 12, 19, Sat Jan 21 02:51:54 2023
15, 8, 9, Sat Jan 21 02:52:54 2023
14, 11, 9, Sat Jan 21 02:53:54 2023
10, 8, 6, Sat Jan 21 02:54:54 2023
14, 16, 14, Sat Jan 21 02:55:54 2023
19, 12, 18, Sat Jan 21 02:56:54 2023
26, 25, 26, Sat Jan 21 02:57:54 2023
15, 12, 12, Sat Jan 21 02:58:54 2023
13, 12, 12, Sat Jan 21 02:59:54 2023
18, 16, 17, Sat Jan 21 03:00:54 2023
14, 14, 10, Sat Jan 21 03:01:54 2023
11, 11, 13, Sat Jan 21 03:02:54 2023
11, 12, 14, Sat Jan 21 03:03:54 2023
8, 9, 13, Sat Jan 21 03:04:54 2023
15, 9, 18, Sat Jan 21 03:05:54 2023
17, 9, 13, Sat Jan 21 03:06:54 2023
12, 12, 16, Sat Jan 21 03:07:54 2023
14, 12, 15, Sat Jan 21 03:08:54 2023
16, 13, 17, Sat Jan 21 03:09:54 2023
17, 11, 14, Sat Jan 21 03:10:54 2023
15, 16, 21, Sat Jan 21 03:11:54 2023
21, 15, 18, Sat Jan 21 03:12:54 2023
16, 12, 14, Sat Jan 21 03:13:54 2023
9, 10, 13, Sat Jan 21 03:14:54 2023
13, 6, 14, Sat Jan 21 03:17:54 2023
17, 16, 18, Sat Jan 21 03:18:54 2023
10, 8, 12, Sat Jan 21 03:19:54 2023
18, 10, 15, Sat Jan 21 03:20:54 2023
25, 17, 22, Sat Jan 21 03:21:54 2023
19, 14, 23, Sat Jan 21 03:22:54 2023
14, 14, 21, Sat Jan 21 03:23:54 2023
14, 9, 12, Sat Jan 21 03:24:54 2023
14, 15, 12, Sat Jan 21 03:25:54 2023
11, 10, 16, Sat Jan 21 03:26:54 2023
12, 10, 12, Sat Jan 21 03:27:54 2023
9, 12, 14, Sat Jan 21 03:28:54 2023
10, 8, 6, Sat Jan 21 03:29:54 2023
12, 13, 16, Sat Jan 21 03:30:54 2023
10, 10, 7, Sat Jan 21 03:31:54 2023
17, 9, 12, Sat Jan 21 03:32:54 2023
15, 15, 19, Sat Jan 21 03:33:54 2023
18, 13, 16, Sat Jan 21 03:34:54 2023
12, 12, 17, Sat Jan 21 03:35:54 2023
13, 12, 13, Sat Jan 21 03:36:54 2023
14, 14, 13, Sat Jan 21 03:37:54 2023
24, 15, 16, Sat Jan 21 03:38:54 2023
17, 15, 15, Sat Jan 21 03:39:54 2023
13, 11, 15, Sat Jan 21 03:40:54 2023
19, 18, 23, Sat Jan 21 03:41:54 2023
7, 8, 14, Sat Jan 21 03:42:54 2023
13, 7, 13, Sat Jan 21 03:43:54 2023
14, 12, 9, Sat Jan 21 03:44:54 2023
16, 10, 16, Sat Jan 21 03:45:54 2023
13, 9, 8, Sat Jan 21 03:46:54 2023
22, 21, 24, Sat Jan 21 03:49:54 2023
11, 8, 12, Sat Jan 21 03:50:54 2023
12, 9, 11, Sat Jan 21 03:51:54 2023
20, 20, 25, Sat Jan 21 03:52:54 2023
14, 10, 12, Sat Jan 21 03:53:54 2023
17, 19, 20, Sat Jan 21 03:54:54 2023
17, 14, 19, Sat Jan 21 03:55:54 2023
21, 16, 20, Sat Jan 21 03:56:54 2023
13, 11, 18, Sat Jan 21 03:57:54 2023
18, 16, 20, Sat Jan 21 03:58:54 2023
16, 14, 19, Sat Jan 21 03:59:54 2023
13, 10, 14, Sat Jan 21 04:00:54 2023
15, 14, 17, Sat Jan 21 04:01:54 2023
21, 17, 19, Sat Jan 21 04:02:54 2023
13, 13, 17, Sat Jan 21 04:03:54 2023
13, 15, 16, Sat Jan 21 04:04:54 2023
20, 20, 24, Sat Jan 21 04:05:54 2023
12, 13, 13, Sat Jan 21 04:06:54 2023
14, 13, 18, Sat Jan 21 04:07:54 2023
11, 10, 5, Sat Jan 21 04:08:54 2023
14, 14, 14, Sat Jan 21 04:09:54 2023
18, 14, 20, Sat Jan 21 04:10:54 2023
16, 10, 20, Sat Jan 21 04:11:54 2023
22, 17, 21, Sat Jan 21 04:12:54 2023
24, 18, 22, Sat Jan 21 04:13:54 2023
12, 13, 15, Sat Jan 21 04:14:54 2023
18, 15, 20, Sat Jan 21 04:15:54 2023
10, 13, 16, Sat Jan 21 04:16:54 2023
17, 9, 15, Sat Jan 21 04:17:54 2023
23, 25, 26, Sat Jan 21 04:18:54 2023
20, 15, 19, Sat Jan 21 04:21:54 2023
9, 7, 9, Sat Jan 21 04:22:54 2023
18, 17, 17, Sat Jan 21 04:23:54 2023
13, 16, 16, Sat Jan 21 04:24:54 2023
11, 9, 14, Sat Jan 21 04:25:54 2023
15, 13, 18, Sat Jan 21 04:26:54 2023
15, 17, 15, Sat Jan 21 04:27:54 2023
16, 11, 14, Sat Jan 21 04:28:54 2023
9, 9, 13, Sat Jan 21 04:29:54 2023
16, 15, 13, Sat Jan 21 04:30:54 2023
12, 13, 11, Sat Jan 21 04:31:54 2023
18, 21, 15, Sat Jan 21 04:32:54 2023
17, 18, 26, Sat Jan 21 04:33:54 2023
14, 11, 16, Sat Jan 21 04:34:54 2023
18, 13, 11, Sat Jan 21 04:35:54 2023
19, 15, 17, Sat Jan 21 04:36:54 2023
18, 14, 17, Sat Jan 21 04:37:54 2023
12, 10, 9, Sat Jan 21 04:38:54 2023
14, 9, 17, Sat Jan 21 04:39:54 2023
